"validfrom (UTC)","validto (UTC)",point,type,granularity,timezone,activity,classification,"capacity (kW)","volume (kWh)",percentage,"emission (kg CO2)","emissionfactor (kg CO2/kWh)"
"2026-03-20 11:00:00","2026-03-20 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1397012,1397014,0.2133685,0,0
"2026-03-20 12:00:00","2026-03-20 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1476096,1476101,0.22544616666667,0,0
"2026-03-20 13:00:00","2026-03-20 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1653286,1653289,0.25250783333333,0,0
"2026-03-20 14:00:00","2026-03-20 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2008705,2008708,0.30678983333333,0,0
"2026-03-20 15:00:00","2026-03-20 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2159423,2159424,0.3298075,0,0
"2026-03-20 16:00:00","2026-03-20 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2476701,2476703,0.37826383333333,0,0
"2026-03-20 17:00:00","2026-03-20 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2321334,2321335,0.35453333333333,0,0
"2026-03-20 18:00:00","2026-03-20 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1784192,1784194,0.27249533333333,0,0
"2026-03-20 19:00:00","2026-03-20 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1362953,1362954,0.20815983333333,0,0
"2026-03-20 20:00:00","2026-03-20 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1160885,1160887,0.177298,0,0
"2026-03-20 21:00:00","2026-03-20 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1082267,1082269,0.16528983333333,0,0
"2026-03-20 22:00:00","2026-03-20 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,979041,979038,0.14952416666667,0,0
"2026-03-20 23:00:00","2026-03-21 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,786519,786519,0.12012066666667,0,0
"2026-03-21 00:00:00","2026-03-21 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,744129,744128,0.11364633333333,0,0
"2026-03-21 01:00:00","2026-03-21 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,781159,781156,0.119301,0,0
"2026-03-21 02:00:00","2026-03-21 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,844979,844982,0.1290475,0,0
"2026-03-21 03:00:00","2026-03-21 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,672685,672688,0.1027339,0,0
"2026-03-21 04:00:00","2026-03-21 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,526052,526056,0.080339416666667,0,0
"2026-03-21 05:00:00","2026-03-21 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,510146,510147,0.07790995,0,0
"2026-03-21 06:00:00","2026-03-21 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,551264,551264,0.084189116666667,0,0
"2026-03-21 07:00:00","2026-03-21 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,640841,640841,0.097868866666667,0,0
"2026-03-21 08:00:00","2026-03-21 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,784494,784497,0.119807,0,0
"2026-03-21 09:00:00","2026-03-21 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,795103,795104,0.12142666666667,0,0
"2026-03-21 10:00:00","2026-03-21 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,842364,842360,0.12864383333333,0,0
"2026-03-21 11:00:00","2026-03-21 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1030109,1030108,0.157315,0,0
"2026-03-21 12:00:00","2026-03-21 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1155740,1155742,0.17650033333333,0,0
"2026-03-21 13:00:00","2026-03-21 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1309514,1309514,0.19998316666667,0,0
"2026-03-21 14:00:00","2026-03-21 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1573845,1573848,0.24034966666667,0,0
"2026-03-21 15:00:00","2026-03-21 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1778478,1778483,0.27159916666667,0,0
"2026-03-21 16:00:00","2026-03-21 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2016287,2016288,0.30791466666667,0,0
"2026-03-21 17:00:00","2026-03-21 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2135302,2135305,0.3260885,0,0
"2026-03-21 18:00:00","2026-03-21 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1759070,1759068,0.268632,0,0
"2026-03-21 19:00:00","2026-03-21 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1252592,1252591,0.1912855,0,0
"2026-03-21 20:00:00","2026-03-21 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,968915,968916,0.14796416666667,0,0
"2026-03-21 21:00:00","2026-03-21 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,988393,988387,0.150938,0,0
"2026-03-21 22:00:00","2026-03-21 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1226597,1226598,0.18731366666667,0,0
"2026-03-21 23:00:00","2026-03-22 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1211940,1211940,0.1850745,0,0
"2026-03-22 00:00:00","2026-03-22 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1186758,1186761,0.18122816666667,0,0
"2026-03-22 01:00:00","2026-03-22 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1097103,1097101,0.1675365,0,0
"2026-03-22 02:00:00","2026-03-22 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1040017,1040021,0.15881816666667,0,0
"2026-03-22 03:00:00","2026-03-22 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,923209,923207,0.14098033333333,0,0
"2026-03-22 04:00:00","2026-03-22 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,661789,661793,0.10105915,0,0
"2026-03-22 05:00:00","2026-03-22 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,582610,582612,0.088967816666667,0,0
"2026-03-22 06:00:00","2026-03-22 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,488075,488071,0.074531483333333,0,0
"2026-03-22 07:00:00","2026-03-22 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,427250,427250,0.065242916666667,0,0
"2026-03-22 08:00:00","2026-03-22 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,870211,870211,0.13288426666667,0,0
"2026-03-22 09:00:00","2026-03-22 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,813412,813414,0.12421066666667,0,0
"2026-03-22 10:00:00","2026-03-22 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,532012,532014,0.0812396,0,0
"2026-03-22 11:00:00","2026-03-22 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,464202,464205,0.070884433333333,0,0
"2026-03-22 12:00:00","2026-03-22 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,446540,446541,0.068187283333333,0,0
"2026-03-22 13:00:00","2026-03-22 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,503248,503247,0.076846283333333,0,0
"2026-03-22 14:00:00","2026-03-22 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,514904,514907,0.078625816666667,0,0
"2026-03-22 15:00:00","2026-03-22 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,607308,607307,0.09273555,0,0
"2026-03-22 16:00:00","2026-03-22 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,689771,689772,0.105327,0,0
"2026-03-22 17:00:00","2026-03-22 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,514434,514434,0.07855305,0,0
"2026-03-22 18:00:00","2026-03-22 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,267293,267296,0.04081505,0,0
"2026-03-22 19:00:00","2026-03-22 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,152429,152429,0.023275466666667,0,0
"2026-03-22 20:00:00","2026-03-22 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,128971,128976,0.019693433333333,0,0
"2026-03-22 21:00:00","2026-03-22 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,80118,80121,0.012233773333333,0,0
"2026-03-22 22:00:00","2026-03-22 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,76650,76650,0.011704178333333,0,0
"2026-03-22 23:00:00","2026-03-23 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,54478,54479,0.0083185366666667,0,0
"2026-03-23 00:00:00","2026-03-23 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,45642,45641,0.0069692633333333,0,0
"2026-03-23 01:00:00","2026-03-23 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,28209,28209,0.004307335,0,0
"2026-03-23 02:00:00","2026-03-23 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,31570,31570,0.0048205483333333,0,0
"2026-03-23 03:00:00","2026-03-23 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,0,0,0,0,0
"2026-03-23 04:00:00","2026-03-23 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,0,0,0,0,0
"2026-03-23 05:00:00","2026-03-23 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,7467,7467,0.0011401633333333,0,0
"2026-03-23 06:00:00","2026-03-23 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,67854,67854,0.010360675,0,0
"2026-03-23 07:00:00","2026-03-23 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,61975,61974,0.0094629466666667,0,0
"2026-03-23 08:00:00","2026-03-23 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,92968,92969,0.014195216666667,0,0
"2026-03-23 09:00:00","2026-03-23 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,125561,125561,0.019171683333333,0,0
"2026-03-23 10:00:00","2026-03-23 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,21306,21307,0.0032531833333333,0,0
"2026-03-23 11:00:00","2026-03-23 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,0,0,0,0,0
"2026-03-23 12:00:00","2026-03-23 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,49504,49504,0.007558625,0,0
"2026-03-23 13:00:00","2026-03-23 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,142666,142670,0.0217831,0,0
"2026-03-23 14:00:00","2026-03-23 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,269187,269187,0.04110075,0,0
"2026-03-23 15:00:00","2026-03-23 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,386065,386063,0.058945933333333,0,0
"2026-03-23 16:00:00","2026-03-23 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,464133,464133,0.070865433333333,0,0
"2026-03-23 17:00:00","2026-03-23 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,280871,280869,0.042884216666667,0,0
"2026-03-23 18:00:00","2026-03-23 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,62607,62607,0.0095589766666667,0,0
"2026-03-23 19:00:00","2026-03-23 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,46864,46864,0.007155395,0,0
"2026-03-23 20:00:00","2026-03-23 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,65297,65298,0.0099696883333333,0,0
"2026-03-23 21:00:00","2026-03-23 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,124072,124072,0.0189434,0,0
"2026-03-23 22:00:00","2026-03-23 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,193332,193334,0.0295179,0,0
"2026-03-23 23:00:00","2026-03-24 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,301439,301442,0.046023516666667,0,0
"2026-03-24 00:00:00","2026-03-24 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,551107,551106,0.084142283333333,0,0
"2026-03-24 01:00:00","2026-03-24 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,997650,997649,0.152319,0,0
"2026-03-24 02:00:00","2026-03-24 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1486518,1486521,0.2269575,0,0
"2026-03-24 03:00:00","2026-03-24 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2205007,2205010,0.33665266666667,0,0
"2026-03-24 04:00:00","2026-03-24 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2669312,2669316,0.4075395,0,0
"2026-03-24 05:00:00","2026-03-24 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2910036,2910039,0.4442905,0,0
"2026-03-24 06:00:00","2026-03-24 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3338572,3338575,0.509715,0,0
"2026-03-24 07:00:00","2026-03-24 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4160630,4160629,0.63521983333333,0,0
"2026-03-24 08:00:00","2026-03-24 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4792793,4792787,0.7317315,0,0
"2026-03-24 09:00:00","2026-03-24 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5556589,5556591,0.8483395,0,0
"2026-03-24 10:00:00","2026-03-24 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5996499,5996497,0.91549766666667,0,0
"2026-03-24 11:00:00","2026-03-24 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6243289,6243289,0.953172,0,0
"2026-03-24 12:00:00","2026-03-24 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6004051,6004049,0.9166435,0,0
"2026-03-24 13:00:00","2026-03-24 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5959552,5959550,0.909846,0,0
"2026-03-24 14:00:00","2026-03-24 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5966308,5966308,0.91087366666667,0,0
"2026-03-24 15:00:00","2026-03-24 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5922617,5922617,0.9041995,0,0
"2026-03-24 16:00:00","2026-03-24 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6138626,6138622,0.93717333333333,0,0
"2026-03-24 17:00:00","2026-03-24 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6121077,6121072,0.9344905,0,0
"2026-03-24 18:00:00","2026-03-24 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6009834,6009833,0.9175035,0,0
"2026-03-24 19:00:00","2026-03-24 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6064499,6064495,0.92584516666667,0,0
"2026-03-24 20:00:00","2026-03-24 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5958475,5958474,0.90965516666667,0,0
"2026-03-24 21:00:00","2026-03-24 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5727892,5727890,0.87444966666667,0,0
"2026-03-24 22:00:00","2026-03-24 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5799983,5799984,0.8854515,0,0
"2026-03-24 23:00:00","2026-03-25 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5793725,5793724,0.8844925,0,0
"2026-03-25 00:00:00","2026-03-25 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5444489,5444492,0.83117316666667,0,0
"2026-03-25 01:00:00","2026-03-25 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5885033,5885030,0.8984245,0,0
"2026-03-25 02:00:00","2026-03-25 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5991923,5991925,0.91473883333333,0,0
"2026-03-25 03:00:00","2026-03-25 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5984651,5984650,0.913625,0,0
"2026-03-25 04:00:00","2026-03-25 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5955710,5955709,0.909203,0,0
"2026-03-25 05:00:00","2026-03-25 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6114084,6114082,0.9333765,0,0
"2026-03-25 06:00:00","2026-03-25 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6452942,6452943,0.98510266666667,0,0
"2026-03-25 07:00:00","2026-03-25 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5879424,5879425,0.897546,0,0
"2026-03-25 08:00:00","2026-03-25 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5408412,5408411,0.82563833333333,0,0
"2026-03-25 09:00:00","2026-03-25 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5329786,5329790,0.81363216666667,0,0
"2026-03-25 10:00:00","2026-03-25 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5523363,5523365,0.8431795,0,0
"2026-03-25 11:00:00","2026-03-25 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5756249,5756248,0.87872783333333,0,0
"2026-03-25 12:00:00","2026-03-25 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5907993,5907995,0.90188866666667,0,0
"2026-03-25 13:00:00","2026-03-25 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6018921,6018925,0.91881883333333,0,0
"2026-03-25 14:00:00","2026-03-25 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5881338,5881337,0.89781233333333,0,0
"2026-03-25 15:00:00","2026-03-25 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5861964,5861965,0.89485116666667,0,0
"2026-03-25 16:00:00","2026-03-25 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5226093,5226096,0.79777983333333,0,0
"2026-03-25 17:00:00","2026-03-25 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4848420,4848421,0.7401235,0,0
"2026-03-25 18:00:00","2026-03-25 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4061347,4061347,0.6199725,0,0
"2026-03-25 19:00:00","2026-03-25 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3782862,3782867,0.57745866666667,0,0
"2026-03-25 20:00:00","2026-03-25 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2366517,2366518,0.3612505,0,0
"2026-03-25 21:00:00","2026-03-25 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1602604,1602609,0.2446375,0,0
"2026-03-25 22:00:00","2026-03-25 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1620885,1620883,0.24742716666667,0,0
"2026-03-25 23:00:00","2026-03-26 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2013361,2013360,0.307337,0,0
"2026-03-26 00:00:00","2026-03-26 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2654085,2654085,0.40514133333333,0,0
"2026-03-26 01:00:00","2026-03-26 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2580659,2580659,0.39393116666667,0,0
"2026-03-26 02:00:00","2026-03-26 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3009190,3009194,0.45934333333333,0,0
"2026-03-26 03:00:00","2026-03-26 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2973010,2973009,0.45381883333333,0,0
"2026-03-26 04:00:00","2026-03-26 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2866610,2866606,0.4375755,0,0
"2026-03-26 05:00:00","2026-03-26 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2506054,2506058,0.3825365,0,0
"2026-03-26 06:00:00","2026-03-26 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3050774,3050773,0.46568333333333,0,0
"2026-03-26 07:00:00","2026-03-26 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3027480,3027480,0.46212566666667,0,0
"2026-03-26 08:00:00","2026-03-26 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3560986,3560990,0.54356,0,0
"2026-03-26 09:00:00","2026-03-26 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4407776,4407776,0.67281366666667,0,0
"2026-03-26 10:00:00","2026-03-26 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4913737,4913741,0.7500415,0,0
"2026-03-26 11:00:00","2026-03-26 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5307181,5307184,0.81009416666667,0,0
"2026-03-26 12:00:00","2026-03-26 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5680448,5680447,0.8670665,0,0
"2026-03-26 13:00:00","2026-03-26 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5583639,5583640,0.85228633333333,0,0
"2026-03-26 14:00:00","2026-03-26 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5185624,5185628,0.79153016666667,0,0
"2026-03-26 15:00:00","2026-03-26 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5215989,5215989,0.7961615,0,0
"2026-03-26 16:00:00","2026-03-26 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4989642,4989644,0.761609,0,0
"2026-03-26 17:00:00","2026-03-26 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4055814,4055815,0.61906916666667,0,0
"2026-03-26 18:00:00","2026-03-26 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2168940,2168940,0.33106,0,0
"2026-03-26 19:00:00","2026-03-26 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1944591,1944593,0.29681483333333,0,0
"2026-03-26 20:00:00","2026-03-26 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1444175,1444175,0.2204325,0,0
"2026-03-26 21:00:00","2026-03-26 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,880799,880801,0.1344405,0,0
"2026-03-26 22:00:00","2026-03-26 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,551908,551908,0.084240133333333,0,0
"2026-03-26 23:00:00","2026-03-27 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,398344,398342,0.060800766666667,0,0
"2026-03-27 00:00:00","2026-03-27 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,221595,221592,0.033822716666667,0,0
"2026-03-27 01:00:00","2026-03-27 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,164756,164755,0.02514715,0,0
"2026-03-27 02:00:00","2026-03-27 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,148852,148852,0.022719616666667,0,0
"2026-03-27 03:00:00","2026-03-27 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,170285,170285,0.025990816666667,0,0
"2026-03-27 04:00:00","2026-03-27 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,217014,217012,0.03312305,0,0
"2026-03-27 05:00:00","2026-03-27 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,308724,308724,0.0471205,0,0
"2026-03-27 06:00:00","2026-03-27 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,453143,453146,0.069162866666667,0,0
"2026-03-27 07:00:00","2026-03-27 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,866130,866132,0.13219611666667,0,0
"2026-03-27 08:00:00","2026-03-27 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1821202,1821200,0.27796633333333,0,0
"2026-03-27 09:00:00","2026-03-27 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3674722,3674720,0.560863,0,0
"2026-03-27 10:00:00","2026-03-27 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4900247,4900248,0.7479085,0,0
"2026-03-27 11:00:00","2026-03-27 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5303485,5303482,0.80944983333333,0,0
"2026-03-27 12:00:00","2026-03-27 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5579708,5579707,0.85160516666667,0,0
"2026-03-27 13:00:00","2026-03-27 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5543612,5543614,0.84609283333333,0,0
"2026-03-27 14:00:00","2026-03-27 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5580562,5580563,0.85172866666667,0,0
"2026-03-27 15:00:00","2026-03-27 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5454664,5454663,0.83251033333333,0,0
"2026-03-27 16:00:00","2026-03-27 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5028726,5028724,0.76749883333333,0,0
"2026-03-27 17:00:00","2026-03-27 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4798309,4798301,0.73232866666667,0,0
"2026-03-27 18:00:00","2026-03-27 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4517651,4517652,0.68949133333333,0,0
"2026-03-27 19:00:00","2026-03-27 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4626427,4626426,0.70609033333333,0,0
